name,full name,overall,club,league,nation,age,height,weight,foot,pac,acceleration,sprint speed,dri,agility,balance,reactions,ball control,dribbling,composure,sho,positioning,finishing,shot power,long_shots,volleys,penalties,defending,interceptions,heading accuracy,marking,standing tackle,sliding tackle,pas,vision,crossing,free kick accuracy,short passing,long passing,curve,phy,jumping,stamina,strength,aggression
varela,fernando lopes dos santos varela,75,paok,hellas liga,cape verde islands,30,185,87,right,67,69,66,59,58,72,67,62,55,66,44,44,43,45,42,38,54,75,74,73,75,77,74,54,52,59,47,56,51,51,82,82,75,87,78
miguel torres,miguel torres gomez,75,malaga cf,laliga santander,spain,32,185,74,right,59,58,59,64,57,63,73,74,57,67,36,44,22,56,47,30,36,78,79,68,78,81,80,64,56,71,58,70,59,56,74,70,71,76,75
marin,marko marin,75,olympiacos cfp,hellas liga,germany,29,170,64,right,74,77,72,81,85,90,64,81,82,72,64,70,60,64,68,74,58,26,25,42,26,23,22,74,77,72,74,75,66,82,42,67,61,32,35
kamara,ola kamara,75,columbus crew sc,major league soccer,norway,28,184,81,right,76,74,78,71,72,70,75,77,66,74,73,79,77,73,64,77,71,36,34,68,49,20,19,54,59,50,37,61,41,61,76,75,76,77,72
nuno pinto,nuno miguel sousa pinto,75,vitoria setubal,liga nos,portugal,31,173,65,left,75,76,74,74,78,73,79,74,72,70,56,66,49,67,59,44,58,71,73,56,71,75,73,70,60,76,74,73,68,73,68,70,83,60,69
derdiyok,eren derdiyok,75,galatasaray sk,super lig,switzerland,29,191,92,right,41,38,44,67,52,46,70,73,68,70,76,80,77,78,71,79,67,28,26,83,12,29,18,66,70,60,64,71,61,60,71,70,54,90,46
damjanovic,dejan damjanovic,75,fc seoul,k league classic,montenegro,36,187,81,right,67,69,65,68,70,63,75,71,67,62,76,76,79,77,71,74,72,29,35,78,20,21,23,65,72,61,66,67,54,63,76,77,68,82,70
titi,cristian chagas tarouco,75,bursaspor,super lig,brazil,30,188,83,left,34,32,36,55,47,45,69,68,46,62,38,42,27,69,22,50,71,77,79,76,74,80,77,43,49,40,45,42,37,49,75,46,52,88,80
sarmiento,brian sarmiento,75,newell's old boys,primera division,argentina,27,166,66,right,88,93,84,77,92,91,66,72,78,68,68,67,68,71,68,64,68,28,42,46,20,22,19,74,75,74,74,76,68,73,50,54,58,50,41
benalouane,yohan benalouane,75,leicester city,premier league,tunisia,30,185,79,right,64,64,64,55,60,59,67,60,47,63,39,46,24,68,39,48,38,74,78,67,73,76,75,57,40,61,52,64,63,51,79,79,67,82,87
sio,giovanni sio,75,montpellier herault sc,ligue 1 conforama,cote d'ivoire,28,180,80,left,82,78,85,75,81,74,71,75,74,69,75,74,75,76,74,72,72,22,18,70,17,18,12,71,73,68,69,73,67,73,75,70,78,73,77
jrgensen,mathias jrgensen,75,huddersfield town,premier league,denmark,27,191,85,right,69,66,71,57,62,55,66,66,48,71,39,46,34,61,30,40,27,73,71,76,70,76,71,61,65,47,26,74,68,30,82,73,78,84,84
el zhar,nabil el zhar,75,cd leganes,laliga santander,morocco,31,171,66,right,74,78,71,78,84,76,73,74,81,65,73,72,72,81,71,59,72,34,37,49,23,38,36,71,74,74,58,73,60,75,62,62,68,60,58
rajkovic,slobodan rajkovic,75,palermo,calcio b,serbia,29,191,88,left,69,62,75,46,34,42,68,50,42,63,31,29,20,71,18,15,41,74,67,75,73,78,73,47,34,39,28,57,59,36,84,55,72,91,87
kone,bakary kone,75,rc strasbourg alsace,ligue 1 conforama,burkina faso,29,188,80,right,61,62,61,51,70,54,60,55,41,67,41,41,31,65,37,35,53,75,74,79,69,77,86,50,41,33,37,61,62,46,75,86,63,79,77
biabiany,jonathan biabiany,75,sparta praha,ceska liga,france,29,177,73,right,96,95,96,77,86,80,67,76,77,65,65,72,66,70,57,68,63,28,24,53,20,30,30,66,63,72,47,71,54,67,66,64,74,66,58
sergio tejera,sergio tejera rodriguez,75,nastic,laliga 1 i 2 i 3,spain,27,180,75,left,66,67,66,74,70,64,70,78,74,72,70,66,68,72,74,58,70,65,66,45,67,69,68,75,75,67,77,78,75,77,72,56,73,68,83
van wolfswinkel,ricky van wolfswinkel,75,fc basel,raiffeisen super league,holland,29,186,74,right,63,65,62,71,62,71,75,74,70,71,74,82,78,69,68,77,80,37,46,74,22,38,26,64,69,54,51,68,62,73,67,71,66,74,51
olsson,martin olsson,75,swansea city,premier league,sweden,29,178,81,left,82,79,84,71,74,64,73,70,72,72,62,69,55,75,64,65,49,72,69,64,74,76,73,67,66,69,53,69,66,64,76,73,86,72,74
szalai,adam szalai,75,tsg 1899 hoffenheim,bundesliga,hungary,30,193,90,right,48,46,49,70,62,58,76,74,70,75,74,76,74,82,64,68,76,38,41,83,27,41,13,60,65,49,42,72,48,58,78,64,66,87,74
bia,geoffrey bia,75,kayserispor,super lig,belgium,28,180,79,right,81,84,79,75,76,78,73,72,77,78,77,74,75,81,78,77,79,20,21,38,13,22,19,73,74,76,72,72,71,70,60,86,64,71,23
poli,andrea poli,75,bologna,calcio a,italy,28,182,77,right,76,75,77,77,75,75,66,79,78,74,62,66,54,70,70,69,68,60,66,56,56,60,60,75,78,68,68,80,74,72,69,68,75,65,70
diego angelo,diego angelo de oliveira,75,antalyaspor,super lig,brazil,32,192,84,left,45,50,41,57,31,33,65,62,60,59,62,57,52,84,72,28,59,78,78,78,78,78,74,66,57,70,77,68,66,63,79,36,75,86,75
chester,james chester,75,aston villa,efl championship,wales,29,181,79,right,70,68,72,64,72,71,67,63,60,73,34,44,33,36,31,27,52,75,72,73,76,77,76,58,49,54,44,69,61,47,74,84,65,78,72
van aanholt,patrick van aanholt,75,crystal palace,premier league,holland,27,176,67,left,86,87,86,74,77,78,76,72,74,65,63,73,61,70,64,53,46,70,67,64,65,76,75,67,64,62,61,73,74,38,72,86,84,65,73
gebre selassie,theodor gebre selassie,75,sv werder bremen,bundesliga,czech republic,31,181,71,right,77,77,77,74,76,68,72,76,74,70,49,64,46,62,39,49,51,72,72,80,67,74,73,68,59,74,58,74,68,52,72,84,82,67,68
ward,joel ward,75,crystal palace,premier league,england,28,188,83,right,65,64,65,66,66,61,73,67,64,73,54,64,46,68,63,33,40,77,77,75,76,78,77,67,68,73,34,70,69,43,76,66,77,78,74
ritchie,matt ritchie,75,newcastle united,premier league,scotland,28,173,70,left,75,77,74,75,74,84,73,75,76,68,74,74,73,76,77,75,72,51,46,38,56,54,53,72,74,76,65,71,66,72,68,72,78,61,70
di santo,franco di santo,75,fc schalke 04,bundesliga,argentina,28,193,88,right,72,66,77,73,66,59,74,76,75,73,75,74,74,77,72,80,75,33,38,72,22,30,23,64,67,60,49,70,53,70,74,61,69,77,76
orevic,filip orevic,75,lazio,calcio a,serbia,30,186,80,left,68,68,68,69,65,64,74,72,68,74,74,77,76,80,62,74,70,42,48,80,35,36,32,59,62,48,55,66,55,59,75,76,68,78,74
naughton,kyle naughton,75,swansea city,premier league,england,29,180,73,right,74,74,74,67,71,70,70,68,64,67,52,54,45,68,52,52,47,74,73,70,71,78,79,65,59,71,28,73,66,43,70,73,74,68,68
perez garcia,matias perez garcia,75,club atletico tigre,primera division,argentina,33,165,64,left,81,84,79,78,82,90,74,79,75,76,64,67,59,73,68,55,69,25,43,45,13,19,24,74,75,73,80,73,75,79,61,34,69,56,69
trasch,christian trasch,75,fc ingolstadt 04,bundesliga 2,germany,30,180,75,right,71,67,75,70,66,65,75,73,69,76,60,63,46,81,74,60,51,73,76,64,70,76,76,72,72,75,41,75,74,65,76,71,81,74,78
duenas,jesus duenas,75,tigres u.a.n.l.,liga bancomer mx,mexico,29,174,73,right,77,78,76,72,76,76,71,70,71,73,64,70,57,74,70,67,62,71,74,68,69,72,70,73,70,69,63,79,72,74,76,70,90,69,80
hernandez,jorge hernandez,75,pachuca,liga bancomer mx,mexico,28,170,77,right,70,67,73,70,68,75,69,75,67,75,60,56,49,74,69,71,69,70,75,56,70,72,69,71,73,64,63,75,74,71,77,81,89,68,84
grenier,clement grenier,75,olympique lyonnais,ligue 1 conforama,france,27,186,72,right,52,53,52,77,75,68,72,79,77,74,71,66,62,82,79,72,73,56,59,71,49,58,51,78,77,74,82,79,80,76,65,66,54,71,63
suarez,matias suarez,75,belgrano de cordoba,primera division,argentina,29,183,75,right,69,70,68,74,74,70,75,75,74,75,71,77,70,72,73,74,68,25,18,62,14,29,24,72,74,71,70,74,68,73,53,67,47,63,33
jefferson,jefferson nascimento,75,sc braga,liga nos,brazil,29,176,72,left,77,78,77,74,74,79,73,74,75,68,71,72,61,85,82,71,63,70,69,54,69,75,75,74,68,81,76,73,75,81,73,71,78,71,72
balogun,leon balogun,75,1. fsv mainz 05,bundesliga,nigeria,29,190,88,right,70,66,74,61,55,52,68,62,60,72,46,49,30,70,60,32,39,74,75,78,70,75,76,62,47,69,38,69,64,59,79,75,73,84,75
ayite,floyd ayite,75,fulham,efl championship,togo,29,174,68,right,85,84,85,77,81,77,70,77,78,63,71,76,73,73,68,67,60,26,22,58,19,26,20,69,67,73,70,71,63,69,58,56,60,61,48
wakaso,mubarak wakaso,75,d. alaves,laliga santander,ghana,27,171,72,left,89,90,89,74,85,85,74,73,73,65,64,69,55,85,68,77,36,63,69,47,52,72,69,71,69,74,57,74,69,66,78,85,82,74,82
villanueva,carlos villanueva,75,al ittihad,dawry jameel,chile,32,173,73,left,63,63,63,78,88,82,72,76,78,72,71,65,63,79,78,81,73,41,42,41,38,44,36,75,79,63,80,78,77,75,50,33,73,44,40
hernandez,abel hernandez,75,hull city,efl championship,uruguay,27,185,73,left,85,87,83,74,81,68,74,73,74,74,72,74,73,73,68,72,77,29,24,73,19,29,22,58,57,46,60,67,47,77,71,73,69,76,59
livermore,jake livermore,75,west bromwich albion,premier league,england,28,180,76,right,64,65,64,73,65,72,74,75,72,79,66,61,64,72,69,59,57,71,76,69,70,72,66,72,73,65,58,78,75,69,80,69,84,77,83
britos,miguel angel britos,75,watford,premier league,uruguay,32,190,85,left,50,48,51,53,49,54,68,58,47,66,34,24,37,30,31,22,51,76,75,75,75,78,76,50,31,43,52,60,64,47,74,83,62,79,76
kodjia,jonathan kodjia,75,aston villa,efl championship,cote d'ivoire,28,189,77,right,83,84,83,75,83,68,68,72,77,65,72,80,76,74,64,62,71,25,22,72,17,20,19,55,55,49,56,64,43,56,73,83,76,77,59
diaz,mauro diaz,75,fc dallas,major league soccer,argentina,27,170,62,right,72,77,67,77,87,86,75,78,74,74,68,75,67,70,66,62,69,42,32,54,45,45,32,72,76,68,74,72,72,75,57,58,62,54,60
caiuby,caiuby fr. da silva,75,fc augsburg,bundesliga,brazil,29,184,85,right,83,78,87,73,74,66,73,74,75,61,70,69,71,76,67,54,61,32,49,80,17,24,22,69,73,69,49,72,64,68,78,91,79,78,73
durmaz,jimmy durmaz,75,toulouse football club,ligue 1 conforama,sweden,28,180,69,left,80,82,78,77,77,76,71,75,80,75,71,65,69,77,72,68,71,32,22,22,30,44,30,74,71,74,76,75,73,76,62,53,71,53,75
joao aurelio,joao miguel coimbra aurelio,75,vitoria guimaraes,liga nos,portugal,29,182,72,right,68,69,68,74,72,61,73,76,74,72,64,72,57,73,69,60,58,72,68,70,70,77,74,74,70,78,58,75,78,70,76,73,85,72,74
kiko femenia,francisco femenia far,75,watford,premier league,spain,27,174,61,right,77,75,79,78,85,86,64,78,79,66,61,68,62,56,65,54,60,71,74,52,68,75,77,70,66,78,55,77,54,65,71,69,82,67,70
fernandao,jose fernando viana de santana,75,fenerbahce sk,super lig,brazil,30,192,85,right,49,46,52,65,49,37,75,73,65,67,76,78,76,85,62,77,83,29,30,82,15,28,23,51,55,27,47,64,49,51,78,39,63,90,78
zuber,steven zuber,75,tsg 1899 hoffenheim,bundesliga,switzerland,26,182,79,right,79,78,79,76,75,66,75,77,77,73,69,74,63,80,79,57,55,70,74,72,68,71,66,71,72,71,66,74,61,78,75,63,79,77,70
tachtsidis,panagiotis tachtsidis,75,olympiacos cfp,hellas liga,greece,27,191,86,left,55,54,55,66,50,50,70,77,64,72,59,57,45,77,73,60,60,69,69,78,58,76,76,74,76,64,55,80,77,66,80,78,78,84,75
dani castellano,daniel castellano betancor,75,ud las palmas,laliga santander,spain,30,180,69,left,76,75,76,73,72,76,72,73,75,64,51,63,46,60,53,45,48,71,68,62,70,74,76,69,62,77,47,74,62,67,77,73,86,77,67
ruben perez,ruben salvador perez del marmol,75,cd leganes,laliga santander,spain,28,178,72,right,57,59,55,66,63,68,72,70,62,71,56,58,43,79,71,26,50,70,79,56,63,79,64,68,74,52,57,76,68,55,77,73,80,71,87
kabasele,christian kabasele,75,watford,premier league,belgium,27,188,84,right,73,71,74,62,63,59,71,64,59,64,50,58,49,57,44,52,53,74,74,74,73,75,78,49,36,47,27,60,57,34,79,79,77,81,75
blanco,sebastian blanco,75,portland timbers,major league soccer,argentina,30,168,64,right,78,77,79,77,88,80,76,77,75,65,70,70,65,77,74,76,61,28,33,66,18,22,32,71,75,69,60,75,69,59,68,66,84,56,79
brizuela,isaac brizuela,75,guadalajara,liga bancomer mx,mexico,27,171,66,right,91,90,92,77,88,78,69,75,79,65,70,70,72,72,69,61,60,32,30,50,23,34,35,68,63,68,57,72,65,73,66,69,74,63,63
maroh,dominic maroh,75,1. fc koln,bundesliga,slovenia,31,186,85,right,52,54,51,50,53,56,72,60,38,64,37,32,30,63,27,42,42,76,71,73,76,78,80,48,53,46,22,52,48,36,75,76,64,79,77
mason,ryan mason,75,hull city,efl championship,england,26,175,68,right,68,69,67,73,76,77,73,74,72,71,68,74,64,72,72,64,69,69,69,55,70,73,69,74,74,70,66,79,75,70,69,48,79,62,79
nakoulma,prejuce nakoulma,75,fc nantes,ligue 1 conforama,burkina faso,30,178,72,right,93,93,93,76,84,78,74,74,77,73,71,75,74,76,68,36,58,39,45,59,35,35,30,63,65,68,39,66,58,50,73,72,72,79,60
sandro,sandro r. g. cordeiro,75,antalyaspor,calcio a,brazil,29,187,75,right,72,68,76,68,56,59,72,72,67,83,69,62,65,80,73,57,62,74,78,67,72,75,76,68,66,68,54,73,71,55,80,62,71,84,88
elabdellaoui,omar elabdellaoui,75,olympiacos cfp,hellas liga,norway,26,179,73,right,83,85,82,75,83,79,72,74,75,66,55,75,42,72,66,55,42,70,69,60,71,72,72,71,69,73,60,73,68,72,71,60,84,66,70
zukanovic,ervin zukanovic,75,genoa,calcio a,bosnia and herzegovina,31,188,85,left,65,63,66,55,45,39,73,63,50,75,49,38,25,85,69,27,69,76,73,78,76,77,74,64,51,66,79,66,66,76,76,52,69,85,70
yoshida,maya yoshida,75,southampton,premier league,japan,29,189,78,right,62,61,62,62,72,57,73,63,57,65,41,42,34,50,41,56,54,76,70,74,76,79,76,48,50,23,33,63,52,38,75,85,74,78,66
botia,alberto tomas botia rabasco,75,olympiacos cfp,hellas liga,spain,29,187,80,right,59,55,62,57,58,51,67,62,51,68,55,53,56,74,46,30,29,74,72,78,73,75,72,53,44,44,32,60,67,49,80,75,70,84,84
schennikov,georgiy schennikov,75,cska moscow,russian football premier league,russia,26,180,75,left,81,84,79,70,79,72,70,72,68,65,53,59,55,49,51,43,59,73,74,66,74,73,75,69,66,72,62,71,69,67,71,72,83,63,74
jose canas,jose alberto canas ruiz-herrera,75,paok,hellas liga,spain,30,178,75,right,53,55,52,58,57,68,75,68,48,72,45,57,35,54,58,27,47,72,80,50,68,77,71,66,67,53,56,74,72,47,74,60,74,72,84
narsingh,luciano narsingh,75,swansea city,premier league,holland,27,177,77,right,91,91,91,76,80,77,74,76,76,71,65,73,70,65,54,62,58,24,20,40,19,28,22,67,72,76,59,71,42,69,58,34,71,65,28
ginczek,daniel ginczek,75,vfb stuttgart,bundesliga,germany,26,190,87,right,67,63,71,68,53,53,70,72,69,70,75,75,76,83,65,73,73,38,29,77,29,45,19,50,58,31,58,63,37,40,79,64,60,90,80
badu,emmanuel badu,75,bursaspor,super lig,ghana,27,173,70,right,82,86,78,77,88,82,75,75,76,73,67,74,60,76,74,72,58,72,74,70,68,74,72,70,70,69,50,76,69,64,75,90,91,66,72
ionita,artur ionita,75,cagliari,calcio a,moldova,27,184,73,right,69,68,69,74,67,68,72,77,74,71,69,70,64,78,74,60,65,72,74,74,68,75,70,72,70,68,65,77,74,69,81,82,84,84,70
jung,sebastian jung,75,vfl wolfsburg,bundesliga,germany,27,179,72,right,74,75,74,73,68,75,75,75,72,74,51,53,42,72,54,44,44,73,75,60,76,74,74,72,64,80,45,76,74,70,70,74,71,66,76
carlos eduardo,carlos eduardo de oliveira alves,75,al hilal,dawry jameel,brazil,28,175,70,right,71,68,74,71,70,32,75,76,72,70,76,80,77,78,74,74,75,51,55,78,45,50,38,74,70,77,75,73,75,76,71,63,71,77,60
schelotto,ezequiel schelotto,75,brighton & hove albion,premier league,italy,28,187,76,right,78,74,82,71,71,65,73,72,71,66,61,73,52,75,67,59,54,71,73,64,68,74,76,67,62,74,57,68,65,67,81,72,90,75,85
pulido,alan pulido,75,guadalajara,liga bancomer mx,mexico,27,177,76,right,84,83,84,74,80,66,70,72,75,71,73,78,75,72,69,66,70,36,37,68,30,35,22,62,60,61,47,65,60,64,69,77,74,74,46
zeegelaar,marvin zeegelaar,75,watford,premier league,holland,27,186,82,left,78,75,81,72,68,53,72,75,74,68,65,74,62,76,64,58,53,71,72,55,71,75,75,67,67,75,52,67,59,68,80,66,83,83,71
clemens,christian clemens,75,1. fc koln,bundesliga,germany,26,179,79,right,81,83,79,74,69,72,73,74,75,69,70,74,66,77,75,61,55,41,39,68,32,45,37,72,73,71,69,75,67,79,67,68,74,67,58
bargfrede,philipp bargfrede,75,sv werder bremen,bundesliga,germany,29,174,71,right,66,68,64,69,74,77,73,73,64,73,57,63,45,77,64,60,47,74,77,57,75,75,75,69,68,62,61,74,72,60,72,63,73,68,84
cabella,remy cabella,75,as saint-etienne,ligue 1 conforama,france,28,171,71,right,80,83,77,78,92,80,72,75,78,72,71,67,70,74,73,70,72,44,56,58,47,34,32,74,72,73,78,75,73,75,54,34,73,50,47
sakho,diafra sakho,75,west ham united,ligue 1 conforama,senegal,28,184,79,right,73,72,73,71,70,60,74,73,72,69,72,77,76,72,64,70,73,31,37,76,24,23,22,58,56,58,62,62,52,53,72,80,60,79,67
ananidze,jano ananidze,75,spartak moscow,russian football premier league,georgia,25,172,63,right,75,84,67,76,87,90,69,72,76,65,71,68,70,74,73,62,72,46,32,57,54,45,39,74,75,70,74,78,69,73,46,73,77,27,49
leonardo,leonardo rodrigues pereira,75,al nassr,dawry jameel,brazil,31,173,79,left,78,80,77,73,77,73,67,75,72,71,71,76,73,68,70,63,70,23,19,45,18,23,22,76,75,75,75,78,71,76,69,81,63,69,72
ilsanker,stefan ilsanker,75,rb leipzig,bundesliga,austria,28,189,86,right,58,45,68,53,34,44,76,59,50,62,53,46,45,70,62,43,37,76,81,64,69,83,78,56,56,39,33,69,63,41,83,55,83,84,89
belfodil,ishak belfodil,75,sv werder bremen,bundesliga,algeria,26,191,86,right,66,60,70,73,59,39,70,78,77,73,73,75,74,77,67,68,66,31,29,76,15,39,15,69,73,65,68,72,61,74,81,72,81,85,74
dawson,craig dawson,75,west bromwich albion,premier league,england,27,188,85,right,65,62,67,60,62,50,69,67,55,68,43,56,49,57,14,20,66,76,74,81,75,78,74,59,51,66,24,65,60,45,76,83,78,77,71
ninkovic,milos ninkovic,75,sydney fc,hyundai a-league,serbia,33,180,76,right,72,70,74,75,80,66,68,78,75,69,71,69,71,69,73,66,70,52,59,45,44,58,53,73,78,69,64,76,72,69,66,59,73,66,59
fransergio,fransergio rodrigues barbosa,75,sc braga,liga nos,brazil,27,187,82,right,57,52,61,72,66,54,72,75,73,75,71,71,63,85,76,66,77,71,71,74,70,71,68,71,70,67,56,74,77,59,79,52,82,79,80
gurler,serdar gurler,75,osmanlispor,super lig,turkey,26,173,65,right,87,89,85,78,84,85,72,75,79,69,67,76,72,70,60,49,50,42,35,56,34,54,32,67,70,70,60,68,57,70,54,63,73,51,33
wilson,callum wilson,75,bournemouth,premier league,england,26,180,66,right,90,92,89,74,78,77,70,75,73,78,73,77,79,69,64,65,75,34,40,62,20,39,25,63,71,52,45,70,60,62,76,66,75,78,73
donati,giulio donati,75,1. fsv mainz 05,bundesliga,italy,28,178,76,right,73,69,76,67,66,70,74,70,65,68,49,49,40,67,53,32,51,76,75,70,75,80,78,63,51,67,46,68,71,55,79,68,78,77,90
arribas,alejandro arribas garrido,75,rc deportivo,liga bancomer mx,spain,28,182,76,right,54,48,59,57,54,61,70,68,48,66,36,26,44,45,15,14,37,74,77,71,74,75,73,56,40,57,32,70,58,40,75,83,63,78,81
juanmi,juan miguel jimenez lopez,75,real sociedad,laliga santander,spain,24,170,63,right,77,78,76,77,77,79,81,75,78,70,73,83,74,70,73,69,63,30,23,73,25,28,25,67,72,64,57,74,52,60,54,75,64,47,55
ximo navarro,joaquin navarro jimenez,75,ud las palmas,laliga santander,spain,28,178,71,right,78,75,80,67,73,72,71,69,63,67,47,61,36,64,55,25,48,74,73,69,74,75,77,65,59,69,42,73,61,61,77,83,87,70,80
samu saiz,samuel saiz alonso,75,leeds united,efl championship,spain,27,173,68,right,75,78,72,77,76,84,65,77,78,69,70,64,70,67,74,62,75,24,16,41,20,30,14,74,78,66,73,78,69,79,59,74,60,60,52
mak,robert mak,75,paok,hellas liga,slovakia,27,179,75,right,83,84,83,77,80,74,70,76,79,68,71,73,72,75,68,69,65,36,52,58,27,30,26,68,69,71,59,69,64,72,65,73,72,64,55
wollscheid,philipp wollscheid,75,football club de metz,alka superliga,germany,29,194,88,right,47,45,48,41,41,35,74,46,33,63,39,38,40,57,19,34,42,76,74,84,74,77,72,52,52,30,23,68,60,29,77,58,63,85,78
labyad,zakaria labyad,75,fc utrecht,eredivisie,morocco,25,173,65,right,77,78,77,79,79,83,70,80,78,79,72,67,65,83,79,74,68,32,31,49,24,36,28,73,77,74,75,73,65,79,53,58,58,58,32
taider,saphir taider,75,bologna,calcio a,algeria,26,180,73,right,73,74,73,76,76,76,74,76,76,74,67,68,56,82,78,68,68,70,72,64,68,72,76,73,74,66,66,78,74,70,73,76,75,68,84
isimat-mirin,nicolas isimat-mirin,75,psv,eredivisie,france,26,189,80,right,53,48,57,47,55,54,69,53,36,66,31,19,20,52,36,14,49,75,68,74,78,79,72,53,34,47,34,67,65,30,79,75,67,84,82
d'ambrosio,danilo d'ambrosio,75,inter,calcio a,italy,29,180,75,right,75,74,75,71,74,70,72,71,70,72,57,62,48,73,58,54,60,75,74,64,76,77,76,65,55,75,62,66,61,70,73,77,78,71,72
malcuit,kevin malcuit,75,losc lille,ligue 1 conforama,france,26,178,77,right,84,80,88,76,77,70,68,75,79,67,63,65,66,66,56,56,51,71,71,63,68,74,75,67,54,77,47,73,66,58,75,72,74,77,74
luna,antonio manuel luna rodriguez,75,levante ud,laliga santander,spain,27,178,68,left,73,71,74,70,67,69,67,74,68,66,61,61,59,78,55,56,43,71,68,59,67,77,79,66,50,78,45,75,63,58,78,80,82,75,82
mokotjo,kamohelo mokotjo,75,brentford,efl championship,south africa,27,175,72,right,72,74,70,74,75,81,73,75,72,80,49,60,44,61,48,40,50,66,75,42,60,73,69,71,74,60,46,82,73,51,72,76,83,66,70
joao pedro,joao pedro g. santos galvao,75,cagliari,calcio a,brazil,26,184,73,right,76,75,76,74,73,61,76,75,75,70,73,79,71,77,73,72,72,40,42,61,30,44,28,70,71,66,54,75,66,68,69,73,75,64,74
inglese,roberto inglese,75,chievo verona,calcio a,italy,26,186,85,right,59,49,68,68,54,55,70,76,66,74,75,78,78,78,68,70,72,21,19,80,13,13,12,49,42,39,36,65,35,68,72,83,69,86,40
cohen,almog cohen,75,fc ingolstadt 04,bundesliga 2,israel,29,170,71,right,66,68,65,69,77,87,73,72,63,70,64,61,64,68,62,56,66,74,74,65,75,77,76,64,61,57,63,71,65,53,77,90,87,66,87
renato neto,renato neto cardoso porto,75,kaa gent,belgium pro league,brazil,26,184,83,right,58,50,64,70,63,58,73,74,69,76,66,72,54,83,73,61,75,70,72,75,65,74,68,73,72,69,67,76,78,63,85,70,90,85,82
gonzalez pirez,leandro gonzalez pirez,75,atlanta united,major league soccer,argentina,26,185,80,right,73,69,76,68,65,54,76,72,67,75,48,60,42,59,49,42,49,74,74,69,74,75,72,63,64,42,39,72,78,55,79,70,83,77,79
josue,josue filipe soares pesqueira,75,osmanlispor,alka superliga,portugal,27,174,75,left,68,66,70,78,77,80,73,78,79,71,74,73,71,82,77,67,75,51,54,57,41,53,59,75,76,73,73,75,74,78,67,52,72,61,80
caldirola,luca caldirola,75,sv werder bremen,bundesliga,italy,27,189,79,left,64,64,64,63,62,53,73,69,59,70,41,40,28,63,47,41,42,74,75,73,75,74,71,64,57,62,51,72,67,51,73,82,66,78,69
emenike,emmanuel emenike,75,olympiacos cfp,laliga santander,nigeria,30,182,85,right,81,81,81,73,72,70,67,74,75,68,73,72,72,80,69,73,66,26,26,70,19,21,22,62,56,63,53,69,64,46,78,73,69,86,71
dunk,lewis dunk,75,brighton & hove albion,premier league,england,26,192,88,right,50,45,54,59,52,44,72,62,58,66,32,23,37,42,12,24,36,74,78,75,71,74,73,50,45,27,28,66,68,23,79,64,70,84,80
