full name,name,club,nation,overall,league,age,height,reactions,positioning,penalties,long passing,standing tackle,ball control,interceptions,acceleration,marking,strength,pac,aggression,agility,volleys,sprint speed,phy,pas,sliding tackle,long_shots,short passing,shot power,curve,dri,jumping,vision,crossing,finishing,balance,heading accuracy,defending,sho,free kick accuracy,composure,foot,dribbling,stamina
francisco femenia far,kiko femenia,watford,spain,75,premier league,27,174,64,68,60,54,75,78,74,75,68,67,77,70,85,54,79,71,70,77,65,77,56,65,78,69,66,78,62,86,52,71,61,55,66,right,79,82
jose fernando viana de santana,fernandao,fenerbahce sk,brazil,75,super lig,30,192,75,78,83,49,28,73,30,46,15,90,49,78,49,77,52,78,51,23,62,64,85,51,65,39,55,27,76,37,82,29,76,47,67,right,65,63
steven zuber,zuber,tsg 1899 hoffenheim,switzerland,75,bundesliga,26,182,75,74,55,61,71,77,74,78,68,77,79,70,75,57,79,75,71,66,79,74,80,78,76,63,72,71,63,66,72,70,69,66,73,right,77,79
panagiotis tachtsidis,tachtsidis,olympiacos cfp,greece,75,hellas liga,27,191,70,57,60,77,76,77,69,54,58,84,55,75,50,60,55,80,74,76,73,80,77,66,66,78,76,64,45,50,78,69,59,55,72,left,64,78
daniel castellano betancor,dani castellano,ud las palmas,spain,75,laliga santander,30,180,72,63,48,62,74,73,68,75,70,77,76,67,72,45,76,77,69,76,53,74,60,67,73,73,62,77,46,76,62,71,51,47,64,left,75,86
ruben salvador perez del marmol,ruben perez,cd leganes,spain,75,laliga santander,28,178,72,58,50,68,79,70,79,59,63,71,57,87,63,26,55,77,68,64,71,76,79,55,66,73,74,52,43,68,56,70,56,57,71,right,62,80
christian kabasele,kabasele,watford,belgium,75,premier league,27,188,71,58,53,57,75,64,74,71,73,81,73,75,63,52,74,79,49,78,44,60,57,34,62,79,36,47,49,59,74,74,50,27,64,right,59,77
sebastian blanco,blanco,portland timbers,argentina,75,major league soccer,30,168,76,70,61,69,22,77,33,77,18,56,78,79,88,76,79,68,71,32,74,75,77,59,77,66,75,69,65,80,66,28,70,60,65,right,75,84
isaac brizuela,brizuela,guadalajara,mexico,75,liga bancomer mx,27,171,69,70,60,65,34,75,30,90,23,63,91,63,88,61,92,66,68,35,69,72,72,73,77,69,63,68,72,78,50,32,70,57,65,right,79,74
dominic maroh,maroh,1. fc koln,slovenia,75,bundesliga,31,186,72,32,42,48,78,60,71,54,76,79,52,77,53,42,51,75,48,80,27,52,63,36,50,76,53,46,30,56,73,76,37,22,64,right,38,64
ryan mason,mason,hull city,england,75,efl championship,26,175,73,74,69,75,73,74,69,69,70,62,68,79,76,64,67,69,74,69,72,79,72,70,73,48,74,70,64,77,55,69,68,66,71,right,72,79
prejuce nakoulma,nakoulma,fc nantes,burkina faso,75,ligue 1 conforama,30,178,74,75,58,58,35,74,45,93,35,79,93,60,84,36,93,73,63,30,68,66,76,50,76,72,65,68,74,78,59,39,71,39,73,right,77,72
sandro r. g. cordeiro,sandro,antalyaspor,brazil,75,calcio a,29,187,72,62,62,71,75,72,78,68,72,84,72,88,56,57,76,80,68,76,73,73,80,55,68,62,66,68,65,59,67,74,69,54,83,right,67,71
omar elabdellaoui,elabdellaoui,olympiacos cfp,norway,75,hellas liga,26,179,72,75,42,68,72,74,69,85,71,66,83,70,83,55,82,71,71,72,66,73,72,72,75,60,69,73,42,79,60,70,55,60,66,right,75,84
ervin zukanovic,zukanovic,genoa,bosnia and herzegovina,75,calcio a,31,188,73,38,69,66,77,63,73,63,76,85,65,70,45,27,66,76,64,74,69,66,85,76,55,52,51,66,25,39,78,76,49,79,75,left,50,69
maya yoshida,yoshida,southampton,japan,75,premier league,29,189,73,42,54,52,79,63,70,61,76,78,62,66,72,56,62,75,48,76,41,63,50,38,62,85,50,23,34,57,74,76,41,33,65,right,57,74
alberto tomas botia rabasco,botia,olympiacos cfp,spain,75,hellas liga,29,187,67,53,29,67,75,62,72,55,73,84,59,84,58,30,62,80,53,72,46,60,74,49,57,75,44,44,56,51,78,74,55,32,68,right,51,70
georgiy schennikov,schennikov,cska moscow,russia,75,russian football premier league,26,180,70,59,59,69,73,72,74,84,74,63,81,74,79,43,79,71,69,75,51,71,49,67,70,72,66,72,55,72,66,73,53,62,65,left,68,83
jose alberto canas ruiz-herrera,jose canas,paok,spain,75,hellas liga,30,178,75,57,47,72,77,68,80,55,68,72,53,84,57,27,52,74,66,71,58,74,54,47,58,60,67,53,35,68,50,72,45,56,72,right,48,74
luciano narsingh,narsingh,swansea city,holland,75,premier league,27,177,74,73,58,42,28,76,20,91,19,65,91,28,80,62,91,58,67,22,54,71,65,69,76,34,72,76,70,77,40,24,65,59,71,right,76,71
daniel ginczek,ginczek,vfb stuttgart,germany,75,bundesliga,26,190,70,75,73,37,45,72,29,63,29,90,67,80,53,73,71,79,50,19,65,63,83,40,68,64,58,31,76,53,77,38,75,58,70,right,69,60
emmanuel badu,badu,bursaspor,ghana,75,super lig,27,173,75,74,58,69,74,75,74,86,68,66,82,72,88,72,78,75,70,72,74,76,76,64,77,90,70,69,60,82,70,72,67,50,73,right,76,91
artur ionita,ionita,cagliari,moldova,75,calcio a,27,184,72,70,65,74,75,77,74,68,68,84,69,70,67,60,69,81,72,70,74,77,78,69,74,82,70,68,64,68,74,72,69,65,71,right,74,84
sebastian jung,jung,vfl wolfsburg,germany,75,bundesliga,27,179,75,53,44,74,74,75,75,75,76,66,74,76,68,44,74,70,72,74,54,76,72,70,73,74,64,80,42,75,60,73,51,45,74,right,72,71
carlos eduardo de oliveira alves,carlos eduardo,al hilal,brazil,75,dawry jameel,28,175,75,80,75,75,50,76,55,68,45,77,71,60,70,74,74,71,74,38,74,73,78,76,71,63,70,77,77,32,78,51,76,75,70,right,72,71
ezequiel schelotto,schelotto,brighton & hove albion,italy,75,premier league,28,187,73,73,54,65,74,72,73,74,68,75,78,85,71,59,82,81,67,76,67,68,75,67,71,72,62,74,52,65,64,71,61,57,66,right,71,90
alan pulido,pulido,guadalajara,mexico,75,liga bancomer mx,27,177,70,78,70,60,35,72,37,83,30,74,84,46,80,66,84,69,62,22,69,65,72,64,74,77,60,61,75,66,68,36,73,47,71,right,75,74
marvin zeegelaar,zeegelaar,watford,holland,75,premier league,27,186,72,74,53,59,75,75,72,75,71,83,78,71,68,58,81,80,67,75,64,67,76,68,72,66,67,75,62,53,55,71,65,52,68,left,74,83
christian clemens,clemens,1. fc koln,germany,75,bundesliga,26,179,73,74,55,67,45,74,39,83,32,67,81,58,69,61,79,67,72,37,75,75,77,79,74,68,73,71,66,72,68,41,70,69,69,right,75,74
philipp bargfrede,bargfrede,sv werder bremen,germany,75,bundesliga,29,174,73,63,47,72,75,73,77,68,75,68,66,84,74,60,64,72,69,75,64,74,77,60,69,63,68,62,45,77,57,74,57,61,73,right,64,73
remy cabella,cabella,as saint-etienne,france,75,ligue 1 conforama,28,171,72,67,72,73,34,75,56,83,47,50,80,47,92,70,77,54,74,32,73,75,74,75,78,34,72,73,70,80,58,44,71,78,72,right,78,73
diafra sakho,sakho,west ham united,senegal,75,ligue 1 conforama,28,184,74,77,73,52,23,73,37,72,24,79,73,67,70,70,73,72,58,22,64,62,72,53,71,80,56,58,76,60,76,31,72,62,69,right,72,60
jano ananidze,ananidze,spartak moscow,georgia,75,russian football premier league,25,172,69,68,72,69,45,72,32,84,54,27,75,49,87,62,67,46,74,39,73,78,74,73,76,73,75,70,70,90,57,46,71,74,65,right,76,77
leonardo rodrigues pereira,leonardo,al nassr,brazil,75,dawry jameel,31,173,67,76,70,71,23,75,19,80,18,69,78,72,77,63,77,69,76,22,70,78,68,76,73,81,75,75,73,73,45,23,71,75,71,left,72,63
stefan ilsanker,ilsanker,rb leipzig,austria,75,bundesliga,28,189,76,46,37,63,83,59,81,45,69,84,58,89,34,43,68,83,56,78,62,69,70,41,53,55,56,39,45,44,64,76,53,33,62,right,50,83
ishak belfodil,belfodil,sv werder bremen,algeria,75,bundesliga,26,191,70,75,66,61,39,78,29,60,15,85,66,74,59,68,70,81,69,15,67,72,77,74,73,72,73,65,74,39,76,31,73,68,73,right,77,81
craig dawson,dawson,west bromwich albion,england,75,premier league,27,188,69,56,66,60,78,67,74,62,75,77,65,71,62,20,67,76,59,74,14,65,57,45,60,83,51,66,49,50,81,76,43,24,68,right,55,78
milos ninkovic,ninkovic,sydney fc,serbia,75,hyundai a-league,33,180,68,69,70,72,58,78,59,70,44,66,72,59,80,66,74,66,73,53,73,76,69,69,75,59,78,69,71,66,45,52,71,64,69,right,75,73
fransergio rodrigues barbosa,fransergio,sc braga,brazil,75,liga nos,27,187,72,71,77,77,71,75,71,52,70,79,57,80,66,66,61,79,71,68,76,74,85,59,72,52,70,67,63,54,74,71,71,56,75,right,73,82
serdar gurler,gurler,osmanlispor,turkey,75,super lig,26,173,72,76,50,57,54,75,35,89,34,51,87,33,84,49,85,54,67,32,60,68,70,70,78,63,70,70,72,85,56,42,67,60,69,right,79,73
callum wilson,wilson,bournemouth,england,75,premier league,26,180,70,77,75,60,39,75,40,92,20,78,90,73,78,65,89,76,63,25,64,70,69,62,74,66,71,52,79,77,62,34,73,45,78,right,73,75
giulio donati,donati,1. fsv mainz 05,italy,75,bundesliga,28,178,74,49,51,71,80,70,75,69,75,77,73,90,66,32,76,79,63,78,53,68,67,55,67,68,51,67,40,70,70,76,49,46,68,right,65,78
alejandro arribas garrido,arribas,rc deportivo,spain,75,liga bancomer mx,28,182,70,26,37,58,75,68,77,48,74,78,54,81,54,14,59,75,56,73,15,70,45,40,57,83,40,57,44,61,71,74,36,32,66,right,48,63
juan miguel jimenez lopez,juanmi,real sociedad,spain,75,laliga santander,24,170,81,83,63,52,28,75,23,78,25,47,77,55,77,69,76,54,67,25,73,74,70,60,77,75,72,64,74,79,73,30,73,57,70,right,78,64
joaquin navarro jimenez,ximo navarro,ud las palmas,spain,75,laliga santander,28,178,71,61,48,61,75,69,73,75,74,70,78,80,73,25,80,77,65,77,55,73,64,61,67,83,59,69,36,72,69,74,47,42,67,right,63,87
samuel saiz alonso,samu saiz,leeds united,spain,75,efl championship,27,173,65,64,75,69,30,77,16,78,20,60,75,52,76,62,72,59,74,14,74,78,67,79,77,74,78,66,70,84,41,24,70,73,69,right,78,60
robert mak,mak,paok,slovakia,75,hellas liga,27,179,70,73,65,64,30,76,52,84,27,64,83,55,80,69,83,65,68,26,68,69,75,72,77,73,69,71,72,74,58,36,71,59,68,right,79,72
philipp wollscheid,wollscheid,football club de metz,germany,75,alka superliga,29,194,74,38,42,60,77,46,74,45,74,85,47,78,41,34,48,77,52,72,19,68,57,29,41,58,52,30,40,35,84,76,39,23,63,right,33,63
zakaria labyad,labyad,fc utrecht,morocco,75,eredivisie,25,173,70,67,68,65,36,80,31,78,24,58,77,32,79,74,77,53,73,28,79,73,83,79,79,58,77,74,65,83,49,32,72,75,79,right,78,58
saphir taider,taider,bologna,algeria,75,calcio a,26,180,74,68,68,74,72,76,72,74,68,68,73,84,76,68,73,73,73,76,78,78,82,70,76,76,74,66,56,76,64,70,67,66,74,right,76,75
nicolas isimat-mirin,isimat-mirin,psv,france,75,eredivisie,26,189,69,19,49,65,79,53,68,48,78,84,53,82,55,14,57,79,53,72,36,67,52,30,47,75,34,47,20,54,74,75,31,34,66,right,36,67
danilo d'ambrosio,d'ambrosio,inter,italy,75,calcio a,29,180,72,62,60,61,77,71,74,74,76,71,75,72,74,54,75,73,65,76,58,66,73,70,71,77,55,75,48,70,64,75,57,62,72,right,70,78
kevin malcuit,malcuit,losc lille,france,75,ligue 1 conforama,26,178,68,65,51,66,74,75,71,80,68,77,84,74,77,56,88,75,67,75,56,73,66,58,76,72,54,77,66,70,63,71,63,47,67,right,79,74
antonio manuel luna rodriguez,luna,levante ud,spain,75,laliga santander,27,178,67,61,43,63,77,74,68,71,67,75,73,82,67,56,74,78,66,79,55,75,78,58,70,80,50,78,59,69,59,71,61,45,66,left,68,82
kamohelo mokotjo,mokotjo,brentford,south africa,75,efl championship,27,175,73,60,50,73,73,75,75,74,60,66,72,70,75,40,70,72,71,69,48,82,61,51,74,76,74,60,44,81,42,66,49,46,80,right,72,83
joao pedro g. santos galvao,joao pedro,cagliari,brazil,75,calcio a,26,184,76,79,72,66,44,75,42,75,30,64,76,74,73,72,76,69,70,28,73,75,77,68,74,73,71,66,71,61,61,40,73,54,70,right,75,75
roberto inglese,inglese,chievo verona,italy,75,calcio a,26,186,70,78,72,35,13,76,19,49,13,86,59,40,54,70,68,72,49,12,68,65,78,68,68,83,42,39,78,55,80,21,75,36,74,right,66,69
almog cohen,cohen,fc ingolstadt 04,israel,75,bundesliga 2,29,170,73,61,66,65,77,72,74,68,75,66,66,87,77,56,65,77,64,76,62,71,68,53,69,90,61,57,64,87,65,74,64,63,70,right,63,87
renato neto cardoso porto,renato neto,kaa gent,brazil,75,belgium pro league,26,184,73,72,75,78,74,74,72,50,65,85,58,82,63,61,64,85,73,68,73,76,83,63,70,70,72,69,54,58,75,70,66,67,76,right,69,90
leandro gonzalez pirez,gonzalez pirez,atlanta united,argentina,75,major league soccer,26,185,76,60,49,78,75,72,74,69,74,77,73,79,65,42,76,79,63,72,49,72,59,55,68,70,64,42,42,54,69,74,48,39,75,right,67,83
josue filipe soares pesqueira,josue,osmanlispor,portugal,75,alka superliga,27,174,73,73,75,74,53,78,54,66,41,61,68,80,77,67,70,67,75,59,77,75,82,78,78,52,76,73,71,80,57,51,74,73,71,left,79,72
luca caldirola,caldirola,sv werder bremen,italy,75,bundesliga,27,189,73,40,42,67,74,69,75,64,75,78,64,69,62,41,64,73,64,71,47,72,63,51,63,82,57,62,28,53,73,74,41,51,70,left,59,66
emmanuel emenike,emenike,olympiacos cfp,nigeria,75,laliga santander,30,182,67,72,66,64,21,74,26,81,19,86,81,71,72,73,81,78,62,22,69,69,80,46,73,73,56,63,72,70,70,26,73,53,68,right,75,69
lewis dunk,dunk,brighton & hove albion,england,75,premier league,26,192,72,23,36,68,74,62,78,45,71,84,50,80,52,24,54,79,50,73,12,66,42,23,59,64,45,27,37,44,75,74,32,28,66,right,58,70
hans vanaken,vanaken,club brugge kv,belgium,75,belgium pro league,25,194,76,80,66,71,29,80,71,45,25,70,44,34,60,72,44,64,75,32,75,80,74,68,74,51,77,68,72,58,72,41,73,70,85,right,73,80
jeff hendrick,hendrick,burnley,republic of ireland,75,premier league,26,185,72,71,61,76,71,74,75,70,68,78,69,75,71,68,69,78,73,69,69,77,71,72,75,76,72,69,67,75,68,70,68,64,77,right,76,79
liassine cadamuro,cadamuro,nimes olympique,algeria,75,dominos ligue 2,30,188,74,48,45,69,73,74,74,64,78,83,68,75,59,24,72,77,66,76,28,76,62,53,63,68,47,74,33,54,72,75,39,42,50,left,57,70
alhassan wakaso,wakaso,vitoria guimaraes,ghana,75,liga nos,26,180,73,54,36,69,77,67,77,69,75,79,67,85,64,41,66,81,60,71,71,72,73,47,66,91,57,44,32,57,69,75,50,37,67,right,65,80
emmanuel gigliotti,gigliotti,independiente,argentina,75,primera division,30,187,74,82,71,46,35,77,33,52,17,78,57,73,67,73,61,75,60,24,63,67,75,59,68,75,68,51,78,60,78,32,74,49,71,right,61,71
gaetan bussmann,bussmann,1. fsv mainz 05,france,75,bundesliga,27,184,74,51,44,61,79,66,77,67,74,77,71,76,64,41,74,76,60,78,62,62,76,51,64,76,48,69,54,62,77,77,59,56,69,left,61,76
ivan strinic,strinic,sampdoria,croatia,75,calcio a,30,186,73,70,61,66,75,75,75,73,77,70,74,71,72,50,75,72,68,72,61,71,68,62,72,72,59,76,48,73,56,73,56,55,69,left,71,75
samuel garcia sanchez,samu garcia,levante ud,spain,75,laliga santander,27,179,73,74,63,72,27,75,33,77,16,66,78,48,75,61,78,62,73,21,64,73,73,80,74,59,76,77,69,69,63,28,68,48,72,right,74,65
nemanja nikolic,nikolic,chicago fire soccer club,hungary,75,major league soccer,30,180,67,85,73,42,15,72,29,73,15,80,74,52,68,68,75,73,59,19,66,61,74,71,69,73,65,55,81,72,71,24,76,67,73,right,67,75
remo freuler,freuler,atalanta,switzerland,75,calcio a,25,181,74,77,61,74,64,76,70,70,56,66,69,60,71,68,69,67,74,55,61,78,69,60,73,58,73,73,63,61,41,60,65,70,75,right,73,78
edinaldo gomes pereira,naldo,rcd espanyol,brazil,75,laliga santander,29,188,71,26,43,60,81,53,82,52,76,69,54,72,50,24,55,69,48,78,41,64,60,46,52,76,33,30,29,40,73,79,38,41,68,right,49,66
darlington nagbe,nagbe,portland timbers,united states,75,major league soccer,27,175,77,69,61,60,49,78,43,85,36,67,87,59,89,67,88,69,68,46,65,80,75,72,80,72,70,51,62,82,58,44,66,68,78,right,79,79
konstantinos stafylidis,stafylidis,fc augsburg,greece,75,premier league,24,178,74,41,46,76,79,75,63,77,75,71,78,83,73,68,79,73,69,80,85,73,89,74,73,62,41,82,48,78,51,72,64,81,66,left,72,71
stuart armstrong,armstrong,celtic,scotland,75,scottish premiership,25,183,68,73,52,71,62,76,65,84,58,69,84,67,86,62,84,73,71,59,74,75,75,69,75,73,71,64,71,62,66,62,71,71,72,right,74,86
bobby wood,wood,hamburger sv,united states,75,bundesliga,25,180,71,71,72,62,20,73,40,86,16,78,85,60,75,75,85,73,59,18,64,66,76,67,74,83,38,64,77,76,70,28,74,62,67,right,75,73
leigh griffiths,griffiths,celtic,scotland,75,scottish premiership,27,173,70,75,68,62,16,70,22,82,13,68,82,63,79,65,82,71,68,14,75,69,80,74,72,91,69,65,75,76,71,22,75,76,71,left,72,79
jose ignacio peleteiro ramallo,jota peleteiro,birmingham city,spain,75,efl championship,26,180,67,73,64,75,26,81,29,73,14,61,71,49,75,43,69,60,76,16,69,79,68,74,77,58,76,75,74,69,43,24,70,69,66,left,77,67
willy boly,boly,wolverhampton wanderers,france,75,efl championship,27,191,71,43,56,54,76,60,76,67,71,88,70,81,60,23,73,80,55,71,21,67,52,43,55,70,46,50,32,47,73,74,35,35,70,right,48,64
federico viviani,viviani,spal,italy,75,calcio a,25,180,70,60,68,76,68,78,70,74,64,72,75,60,76,68,75,71,76,68,78,78,80,74,77,68,76,72,58,78,60,66,68,74,67,right,78,78
fabian castillo,castillo,trabzonspor,colombia,75,super lig,25,173,73,72,61,56,50,79,43,92,42,58,93,66,91,66,93,65,63,38,72,62,76,77,82,52,65,63,69,86,45,44,71,66,73,right,83,81
robin knoche,knoche,vfl wolfsburg,germany,75,bundesliga,25,190,74,37,37,69,76,57,79,61,78,76,57,68,54,28,54,71,51,75,35,66,58,33,51,65,39,30,38,52,79,77,41,39,71,right,42,65
harry maguire,maguire,leicester city,england,75,premier league,25,188,67,49,40,65,78,60,74,40,73,90,44,75,37,27,48,82,56,75,34,69,54,29,60,71,50,41,30,55,73,75,37,46,68,right,63,72
welthon fiel sampaio,welthon,fc pacos de ferreira,brazil,75,liga nos,25,180,75,75,69,50,21,74,26,84,21,73,83,68,76,72,82,73,64,19,65,65,75,81,75,75,67,64,76,70,70,27,73,80,68,left,77,78
koffi djidji,djidji,fc nantes,cote d'ivoire,75,ligue 1 conforama,25,184,69,35,41,71,77,72,74,74,74,73,71,73,62,26,68,70,54,76,22,72,38,28,65,72,42,35,26,66,71,75,29,32,70,right,59,62
viktor fischer,fischer,1. fsv mainz 05,denmark,75,alka superliga,23,180,74,74,63,68,36,78,39,76,30,64,77,60,77,73,77,64,72,20,69,80,74,68,76,56,73,64,71,68,55,35,71,65,71,right,76,68
christophe kerbrat,kerbrat,en avant de guingamp,france,75,ligue 1 conforama,31,185,65,33,48,62,80,67,77,60,79,77,63,75,60,32,66,75,56,76,40,68,46,40,63,70,49,43,40,62,65,77,41,44,67,right,60,73
santiago garcia,garcia,godoy cruz,uruguay,75,primera division,27,181,66,78,71,54,24,71,24,74,22,75,72,82,64,68,71,76,61,15,71,63,78,67,70,72,64,55,78,66,73,27,76,74,72,right,72,74
ricardo alvarez,alvarez,sampdoria,argentina,75,calcio a,29,188,75,72,63,76,58,79,53,63,45,75,65,63,73,73,66,71,76,54,75,76,75,78,77,74,72,78,68,56,64,53,71,76,73,left,79,69
salvador jose milhazes agra,salvador agra,vila das aves,portugal,75,laliga 1 i 2 i 3,26,166,74,67,67,66,36,76,39,93,31,33,93,55,92,72,93,50,67,35,74,68,76,76,79,63,57,71,72,91,32,35,73,75,78,right,77,77
toni leistner,leistner,1. fc union berlin,germany,75,bundesliga 2,27,190,70,45,40,58,77,62,72,64,74,85,66,82,45,31,67,80,54,75,38,61,55,51,57,68,49,50,31,54,69,74,38,25,73,right,53,72
ivan piris,piris,club leon,paraguay,75,liga bancomer mx,29,174,78,48,55,66,78,69,77,84,76,64,78,74,79,40,74,70,61,76,51,65,64,65,69,80,46,68,40,75,56,75,48,45,69,right,66,75
cristian portugues manzanera,portu,girona fc,spain,75,laliga santander,25,178,67,75,51,71,61,78,68,78,52,67,79,76,74,69,79,73,71,59,73,79,76,67,76,70,77,55,74,73,72,61,73,64,69,right,77,84
faycal fajr,fajr,getafe cf,morocco,75,laliga santander,29,179,68,69,73,75,53,79,31,68,51,68,67,59,76,69,66,65,77,54,79,76,73,82,76,43,77,81,69,72,49,48,72,77,63,right,76,67
okay yokuslu,yokuslu,trabzonspor,turkey,75,super lig,24,191,70,68,60,72,74,75,76,72,69,81,73,80,62,70,74,81,72,70,75,75,79,72,71,69,71,67,65,62,73,72,70,65,72,right,72,83
valeri qazaishvili,qazaishvili,san jose earthquakes,georgia,75,major league soccer,25,174,66,66,67,62,30,80,34,73,38,71,68,41,77,63,64,60,72,30,81,79,75,79,77,31,73,64,70,74,59,36,72,66,73,right,78,57
christian atsu,atsu,newcastle united,ghana,75,premier league,26,172,73,73,73,65,37,76,35,94,29,46,91,49,89,58,89,50,70,35,66,75,72,70,79,68,70,67,65,92,50,35,67,55,64,left,79,56
dwight gayle,gayle,newcastle united,england,75,premier league,27,177,74,78,73,53,21,71,35,85,12,62,83,46,83,68,82,60,55,13,72,62,73,54,73,71,34,59,79,80,68,25,76,75,76,right,70,66
marko livaja,livaja,aek athens,croatia,75,hellas liga,24,182,75,74,62,39,22,74,25,72,18,77,74,88,62,67,76,77,58,16,62,69,80,59,71,78,69,46,76,61,73,26,73,46,72,right,71,68
nathaniel chalobah,chalobah,watford,england,75,premier league,23,185,69,62,49,79,74,76,70,69,72,75,67,72,74,53,65,73,70,71,67,77,71,51,72,71,76,58,55,58,71,72,61,38,71,right,70,72
calum chambers,chambers,arsenal,england,75,premier league,23,183,66,54,54,65,79,73,72,61,75,75,64,81,66,49,67,76,66,77,56,73,52,59,69,71,54,70,47,67,68,75,51,49,68,right,67,75
amato ciciretti,ciciretti,benevento,italy,75,calcio b,24,170,61,65,60,73,26,75,32,85,28,42,86,44,88,65,86,49,73,24,74,80,68,75,76,37,72,62,65,77,43,29,67,67,82,left,75,71
jordan ferri,ferri,olympique lyonnais,france,75,ligue 1 conforama,26,172,73,67,54,76,74,77,71,69,62,69,66,81,78,56,64,72,73,62,79,78,79,71,75,63,73,65,60,90,53,66,67,55,75,right,72,74
sergiy kryvtsov,kryvtsov,shakhtar donetsk,ukraine,75,ukrayina liha,27,186,72,55,37,64,76,53,73,64,75,83,69,73,42,24,73,79,50,74,42,67,65,28,49,64,36,37,38,59,77,75,44,29,77,right,42,77
bogdan butko,butko,shakhtar donetsk,ukraine,75,ukrayina liha,27,182,76,62,36,63,72,70,75,80,78,68,79,67,76,45,78,70,66,77,60,71,66,61,69,76,63,74,34,66,56,73,48,29,63,right,68,77
will hughes,hughes,watford,england,75,premier league,22,185,75,68,60,73,68,78,62,68,67,61,66,67,73,46,65,65,72,67,56,77,58,56,77,54,79,64,61,78,58,65,59,48,78,left,77,74
simon falette,falette,eintracht frankfurt,france,75,bundesliga,26,184,69,31,60,51,75,56,73,68,70,93,62,76,48,24,58,86,48,74,46,62,58,27,55,78,36,39,40,48,74,73,45,36,69,left,53,81
eduardo vargas,vargas,tigres u.a.n.l.,chile,75,liga bancomer mx,28,174,77,76,70,64,36,78,25,84,23,58,78,60,86,81,74,64,70,36,73,72,77,72,80,78,73,69,75,82,55,32,75,68,73,right,81,76
matt hedges,hedges,fc dallas,united states,75,major league soccer,27,193,67,39,34,70,72,66,76,59,74,91,54,79,56,30,50,84,51,66,20,69,40,24,54,67,42,26,23,47,74,73,28,25,68,right,44,77
pablo insua blanco,insua,fc schalke 04,spain,75,bundesliga,24,187,67,41,32,62,77,63,72,54,78,74,58,70,55,34,61,73,56,76,29,73,43,42,53,74,52,37,36,64,74,76,36,23,45,right,44,73
imoh ezekiel,ezekiel,atiker konyaspor,nigeria,75,alka superliga,24,170,79,75,63,47,34,67,23,94,14,62,92,48,87,74,90,64,62,25,67,67,76,64,73,93,66,66,77,91,69,28,74,47,73,right,72,75
gabriel appelt pires,gabriel,cd leganes,brazil,75,laliga santander,24,187,74,71,66,69,66,80,67,68,52,79,62,61,66,52,57,75,72,59,73,76,71,76,77,81,76,64,70,68,77,62,70,74,72,left,80,76
petros mantalos,mantalos,aek athens,greece,75,hellas liga,26,176,65,73,62,75,48,78,50,74,49,55,73,63,78,67,72,62,75,38,72,77,74,68,77,60,74,73,66,78,51,48,69,71,77,right,77,74
oumar niasse,niasse,everton,senegal,75,premier league,27,182,70,75,67,35,23,70,35,81,20,77,77,56,71,74,74,72,57,24,71,64,76,63,71,70,63,56,75,67,74,30,74,39,67,right,73,75
giancarlo gonzalez,gonzalez,bologna,costa rica,75,calcio a,30,186,73,37,35,60,78,60,77,73,78,73,71,79,58,38,69,73,49,76,41,60,68,45,60,73,45,33,40,61,72,77,45,22,68,right,59,69
